"tconst","primaryTitle","startYear","endYear","rank","averageRating","numVotes","directors","writers","genres","IMDbLink","Title_IMDb_Link"
"tt0319960","Boomtown",2002,2003,2797,8.1,2372,"Jon Avnet, Frederick King Keller, Peter Werner, Jeremy Kagan, Bobby Roth, Alex Zakrzewski, Jack Bender, Rodrigo García, Tucker Gates, Kevin Hooks, Michael W. Watkins","Graham Yost, Laurence Andries, Michelle Ashford, Fred Golan, Laurie Arent, Chris Brancato, Ron Burla, Bert Salke, Kevin Dunigan, Javier Grillo-Marxuach, Anne McGrail, Clyde Phillips, Joel Anderson Thompson, Mykelti Williamson, Steven Lilien, Amy Berg, Andrew Colville","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt0319960"" target=""_blank"">tt0319960</a>","<a href=""https://www.imdb.com/title/tt0319960"" target=""_blank"">Boomtown</a>"
"tt1666209","Dong Yi",2010,2010,2798,8,2363,"Sang-hyub Kim, Byoung-hoon Lee","David Bannon, Yi Young Kim","Adventure, Drama, History","<a href=""https://www.imdb.com/title/tt1666209"" target=""_blank"">tt1666209</a>","<a href=""https://www.imdb.com/title/tt1666209"" target=""_blank"">Dong Yi</a>"
"tt0202477","Monty Python's Fliegender Zirkus",1972,1972,2799,8,2355,"Ian MacNaughton","Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam","Comedy","<a href=""https://www.imdb.com/title/tt0202477"" target=""_blank"">tt0202477</a>","<a href=""https://www.imdb.com/title/tt0202477"" target=""_blank"">Monty Python's Fliegender Zirkus</a>"
"tt5926598","Million Dollar Extreme Presents: World Peace",2016,2025,2800,8.2,2342,"Andrew Ruse","Sam Hyde, Charls Carroll, Nick Rochefort, Andrew Ruse, Nolan Torres","Comedy","<a href=""https://www.imdb.com/title/tt5926598"" target=""_blank"">tt5926598</a>","<a href=""https://www.imdb.com/title/tt5926598"" target=""_blank"">Million Dollar Extreme Presents: World Peace</a>"
"tt9674954","The Fiery Priest",2019,2024,2801,8.1,2342,"Myoungwoo Lee","Park Jae-beom","Action, Comedy, Crime","<a href=""https://www.imdb.com/title/tt9674954"" target=""_blank"">tt9674954</a>","<a href=""https://www.imdb.com/title/tt9674954"" target=""_blank"">The Fiery Priest</a>"
"tt0283217","I Love You - You Love Me",2000,2002,2802,8.1,2341,"Giannis Lapatas","Armelle, Lyne Arsenault, Ruth Arsenault, Jean-François Baril, Marie-France Bazzo, Tommy Bennwik, Sylvie Bouchard, Chantal Cadieux, Phillipe Daoust, Jacques Davidts, Stéphan Dubé, Chantal France, Steve Galluccio, Émile Gaudreault, Isabelle Gaumont, Valerie Kadima, Dina Kassou, Sophie Kerbellec, Marie-Frederique Laberge-Milot, Claude Landry, Marie-France Landry, Olivier Laneurie, Sylvain Larocque, Pascal Lavoie, Jean-François Leger, Nicolas Lemay, Guy A. Lepage, Sylvie Léonard, Jean-François Mercier, Suzane Methot, Pierre Meunier, Louis Morissette, B. Nguyen, Dimitra Papadopoulou, Jean-François Paradis, France Parent, Jean Pelletier, Martin Perizzolo, Martin Petit, Dimitra Poulkou, Camille Léonard Rioux, André Robitaille, Marc Robitaille, Andree Sabourin, Yves Tascherau, Pierre-Michel Tremblay, Christian Tétreault, Christiane Viens","Comedy","<a href=""https://www.imdb.com/title/tt0283217"" target=""_blank"">tt0283217</a>","<a href=""https://www.imdb.com/title/tt0283217"" target=""_blank"">I Love You - You Love Me</a>"
"tt0219263","Adventures of Captain Vrungel",1976,1982,2803,8.1,2338,"David Cherkasskiy","Efim Chepovetskiy, Andrey Nekrasov, Ivan Vorobyov","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt0219263"" target=""_blank"">tt0219263</a>","<a href=""https://www.imdb.com/title/tt0219263"" target=""_blank"">Adventures of Captain Vrungel</a>"
"tt1020109","Locked Up Abroad",2007,NA,2804,8.1,2329,"Katinka Newman, Carl Hindmarch, Barbie MacLaurin, Fergus Colville, Neil Rawles, Ben Chanan, David Bartlett, Harry Hewland, Sebastian Smith, Ben Reid, Simon George, Russell Eatough, Kim Flitcroft, Stephen Kemp, Renny Bartlett, Gareth Johnson, Dov Freedman, Paul Berczeller, Gillian Pachter, Srik Narayanan, Thomas Viner, Sean Smith, Peter Norrey, Tim Conrad, Rob Kaplan, Johnny Burke, Elliot Goldner, Steffan Boje, Bart Layton, James Bryce, Matthew Catling, John Dower, David Hickman, Phil Lott, Finn McGough, Virginia Quinn, Diene Petterle, Mark Lewis, Chris Martin, Hugh Ballantyne, Nick Green, James Tovell, Richard Turley, Sam Brown, Alexandra Lacey, Jamie Crawford, Alex Nikolic-Dunlop, Crispin Reece, Robin Dashwood, Nick Davies, Nick Norman-Butler, Tom Pollock, Lewis Albrow, Justin Hardy, Phil Bowman","Bart Layton, Barbie MacLaurin, Fergus Colville, David Bartlett, Ben Reid, Carl Hindmarch, Julia Nottingham, Peter Johonnett, Harry Hewland, Sebastian Smith, Simon George, Will Stanbridge, Tim Conrad, Rob Kaplan, Paul Berczeller, Finn McGough, Kim Flitcroft, Mark Lewis, Chris Martin, Thomas Viner, Gillian Pachter, Dov Freedman, Nick Green, James Tovell, Richard Turley, Sam Brown, Gareth Johnson, Johnny Burke, Jamie Crawford, Alex Nikolic-Dunlop, Nick Norman-Butler, Tom Pollock, Lewis Albrow","Documentary, Drama","<a href=""https://www.imdb.com/title/tt1020109"" target=""_blank"">tt1020109</a>","<a href=""https://www.imdb.com/title/tt1020109"" target=""_blank"">Locked Up Abroad</a>"
"tt2222848","Puberty Blues",2012,2014,2805,8.2,2328,"Glendyn Ivin, Emma Freeman, Sean Kruck","Imogen Banks, John Edwards, Alice Bell, Tony McNamara, Fiona Seres, Gabrielle Carey, Jonathan Gavin, Kathy Lette","Comedy, Drama","<a href=""https://www.imdb.com/title/tt2222848"" target=""_blank"">tt2222848</a>","<a href=""https://www.imdb.com/title/tt2222848"" target=""_blank"">Puberty Blues</a>"
"tt7383658","Yeh Un Dinon Ki Baat Hai",2017,2019,2806,8.5,2310,"Pushkar Pandiit, Jasbir Bhaati, Sabyasachee Banerjee Nandu, Jai Basantu Singh, Yogesh Bijendra Bhati","Nageen Mirza, Shashi Mittal, Jasbir R Bhati, Vaishali Naik, Vinod Tharani, Amit Aryan","Drama, Romance","<a href=""https://www.imdb.com/title/tt7383658"" target=""_blank"">tt7383658</a>","<a href=""https://www.imdb.com/title/tt7383658"" target=""_blank"">Yeh Un Dinon Ki Baat Hai</a>"
"tt0073990","The Fall and Rise of Reginald Perrin",1976,1979,2807,8,2308,"Gareth Gwenlan, John Howard Davies","David Nobbs","Comedy","<a href=""https://www.imdb.com/title/tt0073990"" target=""_blank"">tt0073990</a>","<a href=""https://www.imdb.com/title/tt0073990"" target=""_blank"">The Fall and Rise of Reginald Perrin</a>"
"tt0377171","The Elegant Universe",2003,2003,2808,8.2,2307,"Joseph McMaster, David Hickman, Julia Cort","Julia Cort, Brian Greene, Joseph McMaster","Documentary","<a href=""https://www.imdb.com/title/tt0377171"" target=""_blank"">tt0377171</a>","<a href=""https://www.imdb.com/title/tt0377171"" target=""_blank"">The Elegant Universe</a>"
"tt10641510","Take Us Home: Leeds United",2019,2020,2809,8,2303,"Lee Hicken, Giuseppe de Luca","Lee Hicken","Documentary, Sport","<a href=""https://www.imdb.com/title/tt10641510"" target=""_blank"">tt10641510</a>","<a href=""https://www.imdb.com/title/tt10641510"" target=""_blank"">Take Us Home: Leeds United</a>"
"tt0090399","A Better Life",1987,1991,2810,8.5,2300,"Mihailo Vukobratovic, Andrija Djukic, Aleksandar Djordjevic","Ljiljana Pavic, Sinisa Pavic","Comedy, Drama, Family","<a href=""https://www.imdb.com/title/tt0090399"" target=""_blank"">tt0090399</a>","<a href=""https://www.imdb.com/title/tt0090399"" target=""_blank"">A Better Life</a>"
"tt11921588","The Kids in the Hall",2022,NA,2811,8.1,2298,"Kelly Makin, Aleysa Young","Dave Foley, Bruce McCulloch, Kevin McDonald, Mark McKinney, Scott Thompson, Garry Campbell, Jennifer Goodhue, Sara Peters, Gary Richardson, Laura Cilevitz, Matt Watts, Julie Klausner","Comedy","<a href=""https://www.imdb.com/title/tt11921588"" target=""_blank"">tt11921588</a>","<a href=""https://www.imdb.com/title/tt11921588"" target=""_blank"">The Kids in the Hall</a>"
"tt0845746","Intelligence",2005,2007,2812,8.1,2294,"Stephen Surjik, Stefan Pleszczynski, Stuart Margolin, David Frazee, Ian Tracey, Sturla Gunnarsson, Nicholas Campbell, John Fawcett, Charles Martin Smith, Chris Haddock","Chris Haddock, Hiro Kanagawa, Sylvia Leung, Rick Crook","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt0845746"" target=""_blank"">tt0845746</a>","<a href=""https://www.imdb.com/title/tt0845746"" target=""_blank"">Intelligence</a>"
"tt6516076","Chicago Typewriter",2017,2017,2813,8.2,2289,"Kim Cheol-gyu, Sang-woo Kim","Jin Su-wan","Drama, Fantasy, Romance","<a href=""https://www.imdb.com/title/tt6516076"" target=""_blank"">tt6516076</a>","<a href=""https://www.imdb.com/title/tt6516076"" target=""_blank"">Chicago Typewriter</a>"
"tt0081925","SCTV Network",1981,1983,2814,8.4,2288,"John Blanchard, Jim Drake, John Bell","Dick Blasucci, John Candy, Bob Dolman, Joe Flaherty, Paul Flaherty, Eugene Levy, Andrea Martin, John McAndrew, Doug Steckler, Michael Short, Catherine O'Hara, Dave Thomas, Rick Moranis, Jeffrey Barron, Martin Short, Mary Charlotte Wilcox, Chris Cluess, Stu Kreisman, Tom Couch, Mert Rich, Eddie Gorodetsky, Don Novello, Brian McConnachie, Andrew Alexander, Bernard Sahlins, Harold Ramis, John Hemphill","Comedy","<a href=""https://www.imdb.com/title/tt0081925"" target=""_blank"">tt0081925</a>","<a href=""https://www.imdb.com/title/tt0081925"" target=""_blank"">SCTV Network</a>"
"tt1807824","Wakfu",2007,2024,2815,8.1,2285,"Anthony Roux, Olivier Thulliez, Fabrice Nzinzi, Wilfried Pain, Azad Lusbaronian, Arnaud Dewaele, Julien Bachelet, Christophe Bulteel, Nicolas Detrain, Fafah Togora, Thomas Astruc, Eunyoung Choi, Atsushi Takahashi, Malec","Anthony Roux, Olivier Vannelle, Anne-Charlotte Roux, Thomas Astruc, Eric Herenguel, Olivier Thulliez, Julien Magnat, Romain van Liemt, Laurent Bramardi, Davy Mourier, Monsieur Poulpe, Nicolas Devos, D. Latil, Karen Guillorel, Benjamin Pascal, Severin Baclet, Didier Chrispeels","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt1807824"" target=""_blank"">tt1807824</a>","<a href=""https://www.imdb.com/title/tt1807824"" target=""_blank"">Wakfu</a>"
"tt0199248","Modern Marvels",1993,NA,2816,8.1,2283,"Andrew Thomas, Fred Peabody, Jeff Scheftel, Tom Jennings, David de Vries, Yann Debonne, Rod Pyle, Robert Kirk, Scott Paddor, Andy Papadopoulos, Donna E. Lusitana, Paul Nelson, Martin O'Collins, Savas Georgalis, Jennifer Anderson, Howard Dratch, Becky Smith, Tod Mesirow, Jon Woods, Wayne Grajeda, Colin Barratt, Chris Benjamin, Jeff Conroy, Taylor Downing, Anthony Lacques, Rob Lihani, Geoffrey Madeja, Darryl Rehr, Susan Smiley, Laura Verklan, Robert M. Wise, Chris Harty, Jim Lindsay, John Logsdon, Steve Durgin, Brian Cavallaro, Jenny Kubo, Laura Casey, Jenny Ewig, Scott Michnick, Bill Ferehawk, Dylan Robertson, Sean Dash","Bruce Nash, Matthew P. Hickey, Luke Ellis, Beata Ziel, Anthony Lacques, Andrew Thomas, Jorge Luis Sucksdorf, W. Scott Goldie, Henry Schipper, Robert E. Ziel, Jeff Scheftel, Fred Peabody, Kaylan Eggert, Noah Morowitz, Nancy Oey, LaMonte Westmoreland, Sean Dash, Ron Nelson, Jim Cirigliano, Tom Jennings, Kristina Djokic, Michael B. Christy, Jim Hense, Bob Petrella, Lee Schneider, Emily Lau, Jared Cook, Melissa Fuller, Todd Moss, Yann Debonne, Robert Beemer, Martin Kent, Mary Wallace, Holly O'Brien, Mark Mohr, Kathryn Christy, Adrian Maher, Phil Kruener, Savas Georgalis, Jeff Mercer, Terry Fitzpatrick, Alison Trinkl, Chris Mortensen, Chuck Hayes, Craig Constantine, Jeff Conroy, Shelley Ann Lawrence, Corrie Kaufman, Tom Yaroschuk, Larayne Decoeur, Aaron Kass, Andy Papadopoulos, Rod Pyle, Cindy Robinson, Gloria Morris, Jennifer Anderson, Phyllis Cannon, Lou DeCosta, Lauren Levine, Suzanne Mustacich, Steven R. Talley, Allison Grodner, Donald Sellers, Robert Kirk, Rob Lihani, Ellen Mulligan, Becky Smith, Gary Tarpinian, Ann Toler, Deborah Blum, Josh Hanig, J.V. Martin, Dean Vallas, Lisa Bourgoujian, Silvia Gambardella, Barry D. Hill, David Massar, Mike Mathis, Pam Moore, Jude Gerard Prest, Christof Ritter, Cynthia Crompton, Howard Dratch, Douglas Varchol, Jon Crowley, Martin Gillam, Colin Barratt, Douglas Cohen, Jerry Decker, Taylor Downing, Lee Fulkerson, Hildie Katibah, Tony Long, Jeff Martin, Gretchen Morning, Scott Paddor, Darryl Rehr, Mark Rowland, Susan Smiley, Rob Stone, Paul Amirault, Joanne Fish, Michael Hacker, Jon Jefferson, Laura Sobel, Greg DeHart, Richard Jones, Steve Durgin, Lawrence Givens, John Griffin, Lee Robinson, Nathan Antila, Timothy Dilworth, Jenny Kubo, Wynette Yao, Laura Casey, Annabelle Hester, Scott Michnick, Kent Kitzman, Bill Ferehawk, Dylan Robertson","Documentary, History","<a href=""https://www.imdb.com/title/tt0199248"" target=""_blank"">tt0199248</a>","<a href=""https://www.imdb.com/title/tt0199248"" target=""_blank"">Modern Marvels</a>"
"tt9252090","Anne",2022,2022,2817,8.1,2282,"Bruce Goodison","Kevin Sampson","Drama, History","<a href=""https://www.imdb.com/title/tt9252090"" target=""_blank"">tt9252090</a>","<a href=""https://www.imdb.com/title/tt9252090"" target=""_blank"">Anne</a>"
"tt1692202","The Promise",2011,2011,2818,8.3,2280,"Peter Kosminsky","Peter Kosminsky","Drama, Mystery, War","<a href=""https://www.imdb.com/title/tt1692202"" target=""_blank"">tt1692202</a>","<a href=""https://www.imdb.com/title/tt1692202"" target=""_blank"">The Promise</a>"
"tt0078659","Monkey",1978,2004,2819,8.4,2276,"Jun Fukuda, Daisuke Yamazaki, Kazuo Ikehiro, Toshi Aoki, Yûsuke Watanabe, Yoshiyuki Kuroda, Yasutaka Tanaka, Satoshi Aoki, Showa Ota, Masahiro Takase, Akira Inoue","Cheng'en Wu, James Miki, Hirokazu Fuse, Motomu Furuta, Yû Tagami, Kunio Yamashita, Eizaburô Shiba, Moto Nagai, Mamoru Sasaki, Tetsurô Abe, Fumio Ishimori, Isao Okishima, Yôichi Onaka, Kei Tasaka, Yûichirô Yamane, Mutsuo Yamashita, Yasuhiro Sakurai","Action, Adventure, Comedy","<a href=""https://www.imdb.com/title/tt0078659"" target=""_blank"">tt0078659</a>","<a href=""https://www.imdb.com/title/tt0078659"" target=""_blank"">Monkey</a>"
"tt0354262","15 Storeys High",2002,2004,2820,8.1,2271,"Mark Nunneley","Bill Bailey, Kevin Eldon, Simon Godley, Mark Kötting, Mark Lamarr, Sean Lock, Martin Trenaman","Comedy","<a href=""https://www.imdb.com/title/tt0354262"" target=""_blank"">tt0354262</a>","<a href=""https://www.imdb.com/title/tt0354262"" target=""_blank"">15 Storeys High</a>"
"tt5489746","Evil Lives Here",2016,NA,2821,8,2266,"Phoebe Kwong, Joel Pincosy, J. Tom Pogue, Colin Herlihy, Justin Lee Stanley, Bryan C. Marsh, Meaghan Cleary","Morgan Beatty, Andrew Becker, Stephen Dost, Michael Husain, Mike Iannucci, Tracy Johnson, Van King, Natalia Melia, Stephen Palgon, Jonathan Santos, Kris Slava, Justin Lee Stanley, David Stephen, Anthony Waldron","Biography, Crime, Documentary","<a href=""https://www.imdb.com/title/tt5489746"" target=""_blank"">tt5489746</a>","<a href=""https://www.imdb.com/title/tt5489746"" target=""_blank"">Evil Lives Here</a>"
"tt11329280","Cheesecake",2019,2019,2822,8.2,2253,"Palash Vaswani","Palash Vaswani, Gautam Ved","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt11329280"" target=""_blank"">tt11329280</a>","<a href=""https://www.imdb.com/title/tt11329280"" target=""_blank"">Cheesecake</a>"
"tt1955162","All Watched Over by Machines of Loving Grace",2011,2011,2823,8.3,2251,"Adam Curtis","Adam Curtis","Documentary","<a href=""https://www.imdb.com/title/tt1955162"" target=""_blank"">tt1955162</a>","<a href=""https://www.imdb.com/title/tt1955162"" target=""_blank"">All Watched Over by Machines of Loving Grace</a>"
"tt0813808","Oban Star-Racers",2006,2006,2824,8,2250,"Thomas Romain, Savin Yeatman-Eiffel, Harume Kosaka, Masahiko Watanabe, Kiyoko Sayama, Satoshi Ôsedo, Hiroshi Kuruo, Yoshinori Odaka, Nanako Shimazaki, Jun'ichi Watanabe, Tôru Yoshida","Stanislas Brunet, Jeffrey Paul Kearney, Loic Penon, Thomas Romain, Savin Yeatman-Eiffel","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0813808"" target=""_blank"">tt0813808</a>","<a href=""https://www.imdb.com/title/tt0813808"" target=""_blank"">Oban Star-Racers</a>"
"tt5274556","Owarimonogatari",2015,2017,2825,8.3,2247,"Tomoyuki Itamura, Akiyuki Shinbô, Yukihiro Miyamoto, Hajime Ôtani","Nisio Isin, Akiyuki Shinbô, Fuyashi Tô, Muneo Nakamoto, Yukito Kizawa","Animation, Comedy, Fantasy","<a href=""https://www.imdb.com/title/tt5274556"" target=""_blank"">tt5274556</a>","<a href=""https://www.imdb.com/title/tt5274556"" target=""_blank"">Owarimonogatari</a>"
"tt19386538","Mussolini: Son of the Century",2024,2025,2826,8.2,2239,"Joe Wright","Stefano Bises, Antonio Scurati, Davide Serino","Biography, Drama, History","<a href=""https://www.imdb.com/title/tt19386538"" target=""_blank"">tt19386538</a>","<a href=""https://www.imdb.com/title/tt19386538"" target=""_blank"">Mussolini: Son of the Century</a>"
"tt8105958","Wild District",2018,2019,2827,8.1,2232,"Carlos Moreno, Javier Fuentes-León, Andres Beltran","Cristian Conti, Mauricio Leiva-Cock, Jenny Ceballos, Nicolás Serrano, Esteban Orozco, Fernando Navarro, Juanma Romero Gárriz, Javier Fuentes-León, Javier Gullón","Action, Crime, Drama","<a href=""https://www.imdb.com/title/tt8105958"" target=""_blank"">tt8105958</a>","<a href=""https://www.imdb.com/title/tt8105958"" target=""_blank"">Wild District</a>"
"tt0115418","The West",1996,1996,2828,8.4,2226,"Stephen Ives","Dayton Duncan, Geoffrey C. Ward","Documentary, History, War","<a href=""https://www.imdb.com/title/tt0115418"" target=""_blank"">tt0115418</a>","<a href=""https://www.imdb.com/title/tt0115418"" target=""_blank"">The West</a>"
"tt0366028","The Idiot",2003,NA,2829,8.3,2226,"Vladimir Bortko","Vladimir Bortko, Fyodor Dostoevsky","Drama","<a href=""https://www.imdb.com/title/tt0366028"" target=""_blank"">tt0366028</a>","<a href=""https://www.imdb.com/title/tt0366028"" target=""_blank"">The Idiot</a>"
"tt2357472","The Dust Bowl",2012,2012,2830,8.2,2221,"Ken Burns","Dayton Duncan","Documentary, History","<a href=""https://www.imdb.com/title/tt2357472"" target=""_blank"">tt2357472</a>","<a href=""https://www.imdb.com/title/tt2357472"" target=""_blank"">The Dust Bowl</a>"
"tt0205410","Revolutionary Girl Utena",1997,1997,2831,8.1,2220,"Kunihiko Ikuhara, Tôru Takahashi, Yukio Okazaki, Shingo Kaneko, Katsushi Sakurabi, Hayato Date, Takafumi Hoshikawa, Takuya Igarashi, Yoshiaki Iwasaki, Shigeo Koshi, Akihiko Nishiyama, Hiroaki Sakurai, Takashi Watabe","Yôji Enokido, Shin'ya Hasegawa, Kunihiko Ikuhara, Yûichirô Oguro, Chiho Saitô, Ryôta Yamaguchi, Ryôe Tsukimura, Kazuhiro Uemura, Mamoru Hosoda, Takuya Igarashi","Animation, Comedy, Drama","<a href=""https://www.imdb.com/title/tt0205410"" target=""_blank"">tt0205410</a>","<a href=""https://www.imdb.com/title/tt0205410"" target=""_blank"">Revolutionary Girl Utena</a>"
"tt0356238","The Bugs Bunny/Road Runner Show",1978,1985,2832,8.3,2213,"David Detiege, Friz Freleng, Chuck Jones, Rudy Larriva, Alex Lovy, Robert McKimson, Arthur Davis, Abe Levitow, Phil Monroe, Maurice Noble, Hawley Pratt","Tom Dagenais, David Detiege, John W. Dunn, Warren Foster, Friz Freleng, Dale Hale, Cal Howard, Chuck Jones, Rudy Larriva, Michael Maltese, Sid Marcus, Michael O'Connor, Tedd Pierce","Animation, Comedy","<a href=""https://www.imdb.com/title/tt0356238"" target=""_blank"">tt0356238</a>","<a href=""https://www.imdb.com/title/tt0356238"" target=""_blank"">The Bugs Bunny/Road Runner Show</a>"
"tt0302148","Nissene på låven",2001,NA,2833,8.3,2200,"Tony Spataro, Espen Eckbo, Kristian Ødegård","Espen Eckbo, Nikis Theophilakis, Kristian Ødegård","Comedy","<a href=""https://www.imdb.com/title/tt0302148"" target=""_blank"">tt0302148</a>","<a href=""https://www.imdb.com/title/tt0302148"" target=""_blank"">Nissene på låven</a>"
"tt10320398","Keep Your Hands Off Eizouken!",2020,2020,2834,8.1,2193,"Masaaki Yuasa, Atsuko Tonomizu, Fûga Yamashiro, Takuya Fujikura, Kakushi Ifuku, Yûki Igarashi, Keisuke Inoue, Mari Motohashi, Seishirô Nagaya, Karin Noguchi, Madoka Ogawa, Oyunamu, Sumito Sasaki","Yûichirô Kido, Sumito Oowara, Masaaki Yuasa","Animation, Comedy, Drama","<a href=""https://www.imdb.com/title/tt10320398"" target=""_blank"">tt10320398</a>","<a href=""https://www.imdb.com/title/tt10320398"" target=""_blank"">Keep Your Hands Off Eizouken!</a>"
"tt6256692","Defendant",2017,2017,2835,8.1,2193,"Jo Yeong-Gwang","Choi Soo-jin","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt6256692"" target=""_blank"">tt6256692</a>","<a href=""https://www.imdb.com/title/tt6256692"" target=""_blank"">Defendant</a>"
"tt8948436","Soul Land",2018,2023,2836,8.4,2191,"Leping Shen","Tang Jia San Shao, Leping Shen","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt8948436"" target=""_blank"">tt8948436</a>","<a href=""https://www.imdb.com/title/tt8948436"" target=""_blank"">Soul Land</a>"
"tt0275849","Mad Jack the Pirate",1998,1999,2837,8.5,2190,"Jeff DeGrandis, Huub Dikstaal","Bill Kopp, Steve Ochs, Huub Dikstaal, Martin Olson","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt0275849"" target=""_blank"">tt0275849</a>","<a href=""https://www.imdb.com/title/tt0275849"" target=""_blank"">Mad Jack the Pirate</a>"
"tt27192366","Ed Sheeran: The Sum of It All",2023,2023,2838,8.2,2177,"David Soutar, Ricky Valentine","-","Biography, Documentary, Music","<a href=""https://www.imdb.com/title/tt27192366"" target=""_blank"">tt27192366</a>","<a href=""https://www.imdb.com/title/tt27192366"" target=""_blank"">Ed Sheeran: The Sum of It All</a>"
"tt8200004","Bobby Kennedy for President",2018,2018,2839,8.1,2174,"Dawn Porter","-","Biography, Documentary, Drama","<a href=""https://www.imdb.com/title/tt8200004"" target=""_blank"">tt8200004</a>","<a href=""https://www.imdb.com/title/tt8200004"" target=""_blank"">Bobby Kennedy for President</a>"
"tt1970923","Kenny Hotz's Triumph of the Will",2011,2011,2840,8.1,2173,"Sebastian Cluer, Kenny Hotz","Sebastian Cluer, Kenny Hotz, Jeff Kassel","Comedy, Crime, Reality-TV","<a href=""https://www.imdb.com/title/tt1970923"" target=""_blank"">tt1970923</a>","<a href=""https://www.imdb.com/title/tt1970923"" target=""_blank"">Kenny Hotz's Triumph of the Will</a>"
"tt5857914","Grand Hotel",2015,2016,2841,8.2,2171,"Mohamed Shaker","Tamer Habib, Magdy Amin, Mohamed Motasem","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt5857914"" target=""_blank"">tt5857914</a>","<a href=""https://www.imdb.com/title/tt5857914"" target=""_blank"">Grand Hotel</a>"
"tt7742120","Laid-Back Camp",2018,2024,2842,8.1,2162,"Yoshiaki Kyôgoku, Shingo Kaneko, Norihiko Nagahama, Tarô Iwasaki, Yayoi Takano, Yûta Yamazaki, Kaoru Suzuki, Misuzu Hoshino, Nobuharu Kamanaka, Tatsuhiko Komatsu, Makoto Sokuza, Kaoru Yabana, Kagetsu Aizawa, Masato Jinbô, Susumu Tosaka","Afro, Jin Tanaka, Audrey Drake Rigg, Mutsumi Ito, Masafumi Pierre Sugiura","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt7742120"" target=""_blank"">tt7742120</a>","<a href=""https://www.imdb.com/title/tt7742120"" target=""_blank"">Laid-Back Camp</a>"
"tt0307800","Pardon the Interruption",2001,NA,2843,8.1,2147,"Tom Howard","Frank Isola, Tony Kornheiser, Pablo Torre, Jason Whitlock, Michael Wilbon","News, Sport, Talk-Show","<a href=""https://www.imdb.com/title/tt0307800"" target=""_blank"">tt0307800</a>","<a href=""https://www.imdb.com/title/tt0307800"" target=""_blank"">Pardon the Interruption</a>"
"tt28711468","Wrestlers",2023,NA,2844,8.1,2111,"Greg Whiteley","-","Documentary, Sport","<a href=""https://www.imdb.com/title/tt28711468"" target=""_blank"">tt28711468</a>","<a href=""https://www.imdb.com/title/tt28711468"" target=""_blank"">Wrestlers</a>"
"tt2094220","Apocalypse: The Rise of Hitler",2011,2011,2845,8.2,2102,"Isabelle Clarke, Daniel Costelle","Daniel Costelle","Documentary, History, War","<a href=""https://www.imdb.com/title/tt2094220"" target=""_blank"">tt2094220</a>","<a href=""https://www.imdb.com/title/tt2094220"" target=""_blank"">Apocalypse: The Rise of Hitler</a>"
"tt19865778","Nirmal Pathak Ki Ghar Wapsi",2022,NA,2846,8.3,2094,"Satish Nair, Rahul Pandey","Rahul Pandey","Drama, Family","<a href=""https://www.imdb.com/title/tt19865778"" target=""_blank"">tt19865778</a>","<a href=""https://www.imdb.com/title/tt19865778"" target=""_blank"">Nirmal Pathak Ki Ghar Wapsi</a>"
"tt0283205","A Nero Wolfe Mystery",2001,2002,2847,8.4,2087,"Timothy Hutton, John L'Ecuyer, Holly Dale, Neill Fearnley, George Bloomfield, Michael Jaffe, John R. Pepper, Alan Smithee, James Tolkan, Charles B. Wessler","Sharon Elizabeth Doyle, Lee Goldberg, Michael Jaffe, Stuart Kaminsky, William Rabkin, Janet Roach, Jennifer Salt, Mark Stein, Rex Stout","Action, Drama, Mystery","<a href=""https://www.imdb.com/title/tt0283205"" target=""_blank"">tt0283205</a>","<a href=""https://www.imdb.com/title/tt0283205"" target=""_blank"">A Nero Wolfe Mystery</a>"
"tt5350276","Tales by Light",2015,NA,2848,8.2,2083,"Abraham Joffe","Abraham Joffe","Documentary","<a href=""https://www.imdb.com/title/tt5350276"" target=""_blank"">tt5350276</a>","<a href=""https://www.imdb.com/title/tt5350276"" target=""_blank"">Tales by Light</a>"
"tt21084712","Lost Boys & Fairies",2024,2024,2849,8.6,2082,"James Kent","Daf James","Drama","<a href=""https://www.imdb.com/title/tt21084712"" target=""_blank"">tt21084712</a>","<a href=""https://www.imdb.com/title/tt21084712"" target=""_blank"">Lost Boys & Fairies</a>"
"tt0272980","The Job",2001,2002,2850,8.2,2076,"Tucker Gates, Adam Bernstein, Peter Tolan, Dean Parisot","Denis Leary, Peter Tolan, Mike Martineau, Richard Dresser, Daphne Pollon, Bartow Church, David Walpert, Fred A. Wyler","Comedy, Crime","<a href=""https://www.imdb.com/title/tt0272980"" target=""_blank"">tt0272980</a>","<a href=""https://www.imdb.com/title/tt0272980"" target=""_blank"">The Job</a>"
