feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12
235,83.64546412749549,A,666,22.53677055520626,A,245,1.0401301638432332,C,668,77.03868408912965,B
416,6.281550460436215,D,789,31.87336894852388,A,243,27.59470792189628,C,713,5.0752896626275925,D
938,84.90982894923599,A,594,59.186407306583924,C,589,43.65583663278122,A,722,80.94927519155925,B
499,63.32152189311232,C,221,85.76462511129913,A,945,13.598078810488214,D,663,27.203120984254802,C
974,49.3819106707686,A,435,70.47068822724717,A,731,75.16728157833182,D,798,25.753074926089536,D
634,89.10640680858752,A,280,54.75829737213769,B,381,84.84181495278109,A,445,9.87830548184677,B
650,84.68838502813497,B,623,60.58595759644341,A,223,81.95944660101402,C,96,68.89062528747905,A
115,30.39756449940363,A,92,53.297860159102136,D,865,46.50403751416793,D,344,37.23318245739867,B
932,79.357349852131,C,524,97.19112362163335,B,21,69.3794852946115,A,715,9.900668558152603,D
674,10.849602432574887,D,139,81.79305377330047,B,147,8.611728743606008,C,244,32.77988990938951,B
713,82.45362961126965,D,667,78.34644432471372,A,368,20.740236734999566,D,637,92.28895844552265,B
234,67.8701061843018,D,23,52.215569699509466,D,313,5.646984914957494,D,538,4.4595557740233955,A
540,9.69876676226233,D,417,33.84913629938459,D,589,96.57858195560853,C,395,67.23633769458594,D
11,68.6249371739394,B,976,2.9318953394382916,A,316,57.856941386592986,C,276,50.5995777268763,D
206,58.47140839096065,C,732,5.299572411612267,D,403,18.348761941343874,A,812,60.16681107389265,B
679,59.860460013359436,B,348,3.9935545910820385,C,867,71.04700007191695,C,786,39.77280970659792,A
247,29.795529577840156,D,237,98.0671999109948,C,448,49.42375093383993,A,674,48.672629137497175,B
559,27.383222801271682,B,765,12.333751508321155,A,547,43.99150540713974,C,100,76.17053981963949,C
758,76.49097609334798,A,934,15.069766444604998,B,126,91.43186496599459,D,516,48.83466015254502,D
127,26.424534620706673,C,183,48.9308487583519,B,929,71.11240222431391,A,725,38.252621421539985,D
147,45.179962929179965,A,508,48.65871552242273,D,835,69.37521080774198,A,90,28.299658177850667,A
118,69.78411086127969,B,198,92.07740296122184,C,496,10.633561325069694,B,654,45.59957881444185,D
911,8.88200888141634,A,682,8.279740435619384,B,981,10.110839873346645,D,858,57.996205143145254,A
382,59.86028987855406,B,123,95.76667735051318,D,744,66.77889562601312,C,397,38.07373737380681,D
412,59.34826089216361,B,925,22.42263359575988,C,599,16.492562792421765,A,602,90.19775760610425,A
664,68.73864237791453,C,546,97.04522712117847,B,816,45.87209336930424,B,41,99.59858472412306,B
584,37.622881435260204,C,381,54.591085781458965,D,700,57.41070341040047,C,975,21.207731620801013,A
363,45.44899763232013,C,825,65.54926184717198,A,45,39.42097060784039,D,603,64.7821947106631,C
509,33.66696208052467,D,515,32.257148493404074,A,331,9.430307639688573,A,441,21.408980055020344,C
137,81.00865647168881,C,6,61.57057115885993,B,836,74.59173126684642,B,471,54.56404051289726,B
175,13.930465243577116,A,304,71.37214821004038,D,964,88.61816564178324,B,534,39.93594697059531,A
289,96.33244140395766,C,614,2.02664656193825,C,911,17.00664914452723,B,650,25.29592228309306,B
958,63.84877944194252,C,192,4.388614092988695,A,860,85.55625525059949,A,965,34.865702355179884,C
481,88.80376571482542,C,376,98.66122418189163,C,996,79.08089918978351,D,964,13.210743306655292,D
19,43.196914368211665,B,525,46.298153384388726,D,72,56.82216713693045,C,50,8.86943771731624,B
195,33.89562796880767,B,36,93.6459350182189,A,728,60.01393338451522,C,612,45.562453747367805,C
330,90.17185520227436,C,975,73.25986406485019,B,98,65.50524307114397,B,272,81.71080620469928,C
936,10.788429858753975,B,70,37.92386248877115,A,271,52.95138500624315,C,992,68.60712522526119,B
175,12.593615919022502,B,289,15.933358461194452,B,407,84.58993035856747,D,907,59.93789012587619,C
449,30.635330871983058,D,105,97.83702157197098,C,444,47.93576777251918,B,871,42.629969225545175,C
925,96.01772319486552,A,716,58.86512945274033,A,91,55.15821540965418,D,993,47.386652004962556,C
946,63.6737923766456,B,313,20.04330571348149,D,654,4.639774938992479,D,483,3.1281476576508216,A
354,55.86517596492442,A,55,68.48364504917996,C,117,18.826897551580252,A,496,94.0739252548317,C
499,70.83027729918663,B,107,10.112802473203448,C,514,90.47402069986877,A,964,31.775361044401148,B
141,42.32998105173845,C,653,86.93569069427579,B,893,13.035637449306778,C,471,91.53113940082487,D
758,76.04927664065912,B,737,9.923597378278556,D,995,90.5008982664022,B,323,71.90877473722519,A
897,39.92983909931488,B,307,24.383241470825727,C,43,63.956507256457854,A,788,56.6103656628006,D
930,82.80995530079,A,860,10.05164973731016,A,71,92.09224933209455,C,193,45.07617104550704,A
93,27.46221312557395,C,821,11.274934468097113,B,144,81.61628141633557,B,508,32.97385024413733,B
944,28.4771192705044,D,36,52.85958121225908,D,342,86.66306256242979,D,289,64.19224416221286,D
239,52.71594723724678,A,133,69.01199045337984,B,758,52.91390747959551,D,138,97.05239191362952,C
205,43.645354677811774,C,887,79.0596965512494,B,796,82.7045321965096,A,451,80.62825898482384,B
560,65.16346858418484,C,25,69.81047367060725,C,928,46.592248254775555,D,311,39.72176911711366,B
433,37.064784712684315,A,849,36.98549139157102,A,839,5.3731197765512455,C,928,48.73529692554832,D
245,23.824514257966314,B,37,56.17149091765826,A,726,65.4844700255947,B,557,47.37715768384996,C
832,47.51104772540721,C,19,92.83874336839483,D,107,73.11686835529964,B,187,26.69484188232724,D
317,56.534693450217475,D,35,39.370084959651514,D,386,11.053324023653659,A,870,84.88152368837267,C
925,15.117405329139352,B,363,25.988032533784246,A,456,81.7747885271211,C,287,69.59052167848238,A
295,56.11514394758337,A,418,52.41261620053111,B,775,8.44220450978669,C,469,60.1558876203219,D
640,32.606413819541785,A,822,30.436185972367703,B,294,44.719797722352084,B,472,43.89681146061984,A
856,39.85273660198228,A,430,26.919888144225713,A,176,49.30444819697805,A,635,24.66102666359676,C
282,28.65249477726484,A,518,78.10152682407305,C,981,4.6389339983980555,A,88,64.34061410620609,C
17,93.20962245151293,D,467,89.19274988235604,B,107,7.5146510437517975,D,436,24.439799083718604,B
71,68.65029184674117,D,897,50.729351592146216,A,86,45.613772329061796,C,138,1.8717201969926855,C
269,26.983570828667656,C,199,78.19850531476848,C,510,31.814511594396738,D,774,7.59719985597586,D
325,64.85810212064307,D,546,19.52185319352688,B,227,81.7748687757479,D,732,69.70707433590607,D
794,85.00866854862257,A,568,55.216658290548935,D,594,41.97162612814813,B,641,38.37726834041907,C
305,40.76139062494409,D,768,63.98379432786093,B,329,11.44718046483213,C,762,21.434363311853193,C
451,83.16579340646204,B,211,49.57575261386043,B,241,16.62997362969267,C,879,24.548839487315465,D
7,16.287079489659245,B,609,12.571141418471427,A,2,67.67383129120624,B,942,49.952468998590504,D
314,82.45535512175064,C,794,73.67592295008866,B,251,95.05646470017996,A,364,90.63919731636356,C
817,54.48913002456427,A,501,84.06873954176044,B,42,87.0901338158819,D,842,27.61079087284589,C
103,23.074474312988226,D,241,63.88739924316443,C,426,13.819938518801294,D,873,65.88992731014547,D
821,41.306997071035234,C,170,17.746939160065907,A,81,2.620444866293076,D,926,82.7333781378082,B
193,98.81130625221506,C,859,8.380691545005757,C,488,3.617438553045621,D,117,49.37969382789851,C
753,78.57204564760019,D,294,30.858786909273412,D,916,55.929993006719734,C,847,3.6762498860370765,B
574,57.93354977712641,C,922,4.662021073191525,B,262,49.10386736052623,B,462,79.8208549099815,D
529,12.401227278548031,A,739,84.08268203484045,A,395,2.3262629766704586,A,959,88.05734089903747,B
171,42.363346707248525,D,315,70.60298356695071,D,709,6.655150505169129,B,856,4.073164398678911,A
537,27.04209988718179,B,127,56.805177439062305,A,248,99.97569158299876,B,63,12.503946773661479,B
251,8.029106871033635,B,468,89.07361784488944,B,330,96.52918226881516,D,74,9.61597783254485,A
765,54.67823448321218,D,792,11.899256477237039,A,983,13.545746572404125,D,474,22.896861967692114,C
387,89.02938428424673,C,367,71.7315152377273,A,993,17.24588968816139,D,897,50.104431623571145,A
207,67.88438694923839,C,21,15.516588486384327,C,808,90.11612308056657,B,382,4.300929755167301,D
541,25.718358410070607,B,316,7.031617250099799,A,896,51.23650180773492,A,20,17.734015844678538,C
629,57.78487608842512,B,758,14.157546229765185,A,548,95.83961208421715,A,29,41.317882857597496,C
416,94.38019405134992,A,90,95.14306898015316,C,615,52.513635319284155,A,162,63.673940790199765,A
794,72.5685902393706,C,404,44.60290508114586,B,947,58.145184551207855,C,706,91.04882026131115,D
380,69.25791604126964,A,518,5.850573926060693,D,815,22.793454088569018,C,706,83.15696014769426,D
144,96.84765845652412,B,451,58.77983017722853,C,98,87.73151433919183,D,642,6.337234769166292,D
25,80.08845780721846,B,778,20.771692547123884,B,145,82.67525853949783,A,968,96.72563443766295,D
822,14.52573076677646,B,908,1.676804615716922,B,794,34.404886222983826,C,822,27.435349762300064,B
668,35.415873610643935,B,609,76.08019364995694,D,949,61.62492933283576,B,857,36.99028875767525,D
73,96.54892937303093,A,150,16.331444813066554,B,127,34.80279214246542,B,274,8.37712527112244,D
632,49.48083402560179,B,446,94.30616076362774,C,304,46.93285960666966,D,749,93.66879317357397,C
824,12.052107086797351,D,957,59.687187009870705,B,795,85.50157213990468,B,721,55.04571506864469,A
833,46.40188308756184,C,80,9.612586431523379,D,814,42.12678144066521,C,286,52.11459034898743,B
93,70.00233017300927,B,17,22.564618438544116,D,579,84.21599530337892,A,264,2.5044904292153602,B
505,99.75727394644287,C,138,61.47361908872456,C,379,96.05239966162785,C,682,1.3403372922030747,C
598,33.066626339756986,B,652,34.47316007679922,C,147,42.21806256828531,C,750,68.53916323326298,B
336,51.8946006130481,A,851,53.6821620538602,B,840,87.87566300779903,D,669,48.74568715918403,B
425,88.08838976032959,C,508,80.15169261304064,D,81,31.09435152199262,A,51,51.249697701202294,C
499,36.17145458767602,A,552,79.46754931551776,D,765,1.283573451947475,B,851,65.37278595897068,D
364,11.816894102494865,B,919,70.1006935943232,B,242,9.364650100449035,A,120,15.44824174465099,B
947,94.9446516251489,D,680,88.71937630686863,D,577,73.97302939862684,B,869,99.83627538877873,A
630,49.35563986463651,D,74,20.73670846621173,C,583,10.917999758769405,D,408,8.99612731876339,D
745,50.7755873664252,D,74,18.546907366550403,C,548,93.97682373295004,A,466,27.520010107774993,D
199,62.49881431581403,D,50,80.13560210908962,B,67,86.79137872753981,C,650,69.69105628870521,D
718,1.350125746619236,D,10,32.76804527655375,B,595,51.97025156626596,A,656,52.07595005126716,B
413,93.18198638131607,A,103,51.70605889813235,B,682,58.56949492699631,D,633,10.56085129771385,A
339,36.78365739267963,D,862,74.65126272323502,C,475,69.74046041356046,A,562,77.70995530675972,B
659,40.29625437605051,B,388,40.19730357014043,C,579,73.41909876355264,B,553,97.07284406889323,C
962,18.23681550579026,A,385,13.886067719227125,D,610,49.629462088055206,A,746,47.83454039079239,B
937,38.43700971595364,A,299,68.26626297694187,C,837,32.0266132197531,A,566,26.058539908944322,A
429,80.59040954682915,D,339,81.89877929794778,B,433,91.11375555846892,D,812,11.575913749504846,B
783,80.19917558299795,C,389,2.266931074506049,A,805,5.61028850989107,A,316,21.317574682086736,C
899,93.64388724864983,B,990,56.69265950357673,A,762,36.252342708976634,A,325,31.811616171326815,D
139,40.91971779539878,A,474,47.4711041473588,A,302,66.98407192610223,C,847,19.608742892572618,B
693,71.16342887110984,B,616,26.700004646201798,A,720,89.21607648601088,A,23,68.76358262019558,D
942,51.21651796554815,C,802,16.941828144872893,A,824,8.348192532304653,A,223,3.271236897251538,B
542,80.59825616239397,A,962,19.615693817819913,C,375,66.23648192962531,D,606,41.50178851346291,A
57,71.5416589041667,B,792,72.77234523824639,B,575,49.2206284696331,B,839,38.040271536204216,D
232,37.42238960334129,D,142,54.08331828021836,B,78,68.96240181255558,A,788,87.92183944573836,B
658,34.33070959111556,A,809,98.13428375215962,D,30,32.403052763353244,C,39,28.005281675544968,A
435,25.99180383976879,A,170,25.07984902696319,B,352,71.35942692726272,D,771,58.65809926354868,C
384,58.07506325837514,A,13,95.73351350198692,D,763,18.84590848317846,B,771,1.4632568023625985,D
560,96.42044230779209,A,669,51.99584637449898,B,831,77.76455757974864,D,927,91.77797671849565,D
194,20.806607024139034,D,449,15.456611387250764,D,115,75.18557720326933,B,263,64.02961620023214,B
736,10.429993035528195,C,174,15.669725227230023,D,877,94.73187963538975,A,385,79.56956034041099,D
648,12.820663565555048,C,674,61.24823105852562,B,332,18.149167381244833,B,696,57.36574436626186,C
534,78.52676894876484,B,959,83.31085191655735,A,505,72.477853523155,B,411,81.7371325773951,D
518,35.660375624171806,D,132,75.02344100009792,B,731,32.94235439927493,A,705,9.354527431350032,D
716,23.21231594154559,D,540,65.90710692092439,B,154,28.903826745187516,C,582,71.338815706218,C
751,35.9315677189765,B,595,18.038698186335644,A,733,40.757965626857676,C,468,15.73177036748733,A
185,64.88775047012265,D,897,11.725660571322955,B,535,29.23495472781348,A,679,58.07191861044758,D
872,55.13192535800009,D,932,1.0245543471392766,D,369,25.57115854575117,D,108,98.58657182796445,B
292,74.61535124560137,A,875,11.077592262159683,A,726,77.07013905868483,D,771,18.870706974407025,A
335,34.56834069969585,A,269,76.87029414085502,A,660,70.25084703796126,B,187,26.360718205181477,D
732,45.75082877300385,A,251,89.62959318291472,C,358,11.82649114308055,D,258,21.919908605059682,A
116,11.094868527329426,D,370,24.79469542668643,D,302,56.45796120076112,D,764,41.80858713207591,D
825,8.232805957245365,D,618,79.69452980455851,D,720,33.76926277252515,A,943,49.36527292121869,A
49,46.76326904156595,C,773,20.68602779519012,B,671,97.13242960732391,A,352,16.84544865933571,B
685,30.85806413714643,A,865,25.677896652461946,B,451,43.07923371241136,B,507,3.755108212493042,A
82,61.66725664147695,B,526,23.191651344828067,D,917,5.016793981063896,D,276,34.8205828949328,C
834,5.25721437901262,D,592,6.121260995867958,D,307,33.83989628401718,B,484,38.82072932484406,D
333,13.054871382356978,A,888,20.212065541916314,D,679,31.95806608075381,A,283,38.90253771793166,D
557,86.65389029953312,C,506,37.98079111612362,B,63,1.557840784321683,D,596,66.833247973628,B
335,57.06485053039135,A,672,41.14150182344072,D,837,49.290447015750374,B,787,45.425699075767035,C
532,71.49339883543149,C,178,31.63717497542308,D,276,90.67381726597131,B,695,11.678097775166215,A
960,84.35523975202227,C,667,51.95780327874282,A,511,80.4290108306125,C,319,93.30281746336459,A
221,46.91959995205517,D,547,38.42182501748252,D,887,68.7806917763784,C,725,70.36512812580806,C
635,76.34497801278013,C,259,97.06609997123445,C,535,35.00993539893707,D,555,22.073023441343537,C
746,52.933972328278905,C,260,80.92769497879522,B,736,23.9644094979823,D,468,93.57533168108415,A
733,23.052128257096683,B,135,93.16675724834926,A,938,34.91903578480347,A,645,99.16623767128287,B
323,34.42796071129301,C,461,56.18526767505762,D,713,13.182875050455218,A,375,20.544710534554785,B
851,49.544693664510426,B,489,68.15562324340944,D,387,10.849360268752278,A,916,38.6715267954981,A
3,32.37166966505481,B,643,17.500961135018244,A,795,57.878741921469214,C,716,7.8244100919547215,A
694,34.217241443639935,A,81,75.52578996647613,A,859,81.58539502916285,B,624,48.763046970430246,C
206,34.40189029362787,A,367,24.361140005362063,A,458,10.839688274842846,A,189,78.98214759937866,D
832,13.161157906853314,D,59,15.437459845683446,C,848,34.183523045018596,C,190,90.49746979594329,D
40,9.379618114012885,D,74,5.14407552517698,C,408,13.152655075769985,A,74,54.97988116066897,C
59,5.60310792943913,D,239,47.75079471059457,A,727,31.737591988024604,C,501,33.275565457824214,A
951,11.984669842399338,C,129,29.39213670330568,D,777,83.19607106579608,C,703,57.904455729216714,D
574,35.027002121426186,A,412,98.68599009098267,B,386,4.449830902304693,D,150,12.435788003383689,A
644,59.79330877252265,C,315,25.73359589956549,C,390,65.07415076371882,B,806,83.69358658498085,A
507,19.626545793731488,A,374,86.78778475154675,B,229,6.923822924915161,C,92,52.54862331728619,D
572,88.91287575426117,C,437,32.32743814400145,B,227,43.228045056473,B,652,98.2607846343973,C
884,81.0298606927055,D,138,75.16355837892883,C,327,47.931229049156705,A,615,40.696439607409225,A
843,52.5321841681072,A,455,66.32428969690082,B,335,40.74949380933712,D,714,65.70067176716279,A
122,72.69677325052263,A,615,56.61657191150655,D,277,64.10116186955409,D,240,34.65312499096056,D
479,37.266523945177084,B,899,42.26566940195604,C,230,97.39267513609444,B,61,15.617897055457467,C
619,4.6410014805759,A,903,67.43939627161471,C,868,27.462680626684097,D,611,75.71809269712192,D
96,90.52895190572144,A,9,41.32055667146899,B,727,61.36713401193014,D,816,67.57289689178126,C
859,13.651555337524378,C,232,55.26192319840466,B,157,36.14287630101924,A,236,78.26129859637639,B
414,94.8457972915855,D,611,59.39037194676092,A,13,99.95056674675882,A,232,98.0311413787761,C
235,57.6163762383449,B,730,27.468166783675272,C,503,95.1486839058478,D,229,99.34757017847318,B
898,31.250743041121563,C,965,34.63391125323359,B,197,10.24688432847064,D,913,92.9704618055201,B
62,50.05693770787262,A,397,2.786956292222511,D,623,97.38600264077499,B,756,89.58918779987395,A
256,50.66135108338632,C,749,85.36374034608363,C,615,74.0888639632342,A,731,30.849048268701868,A
561,3.3054208648156083,D,734,75.84233128576284,A,103,99.24212434059002,D,308,47.37728682548477,D
905,36.190525336529724,B,680,19.169514876989318,D,170,77.32411532116309,D,558,5.632858057101416,D
348,74.24671415474883,C,882,36.84279655084731,A,109,13.764420495511033,A,56,68.73603477469145,C
671,51.49684970612009,A,574,42.685878817893816,A,376,75.29640570568358,A,285,55.058464765177455,A
124,25.178781583948833,C,318,34.10349050800872,D,126,72.93613396241597,A,218,70.98958156552933,D
482,34.175876143657455,A,999,80.02603785400288,A,747,17.50684188850355,C,329,68.40115184667017,C
317,86.44238491847896,B,507,72.81664990543304,A,385,75.56410631623031,C,179,27.92002138478013,A
504,53.029417344872726,B,522,76.94871428397836,A,148,67.80248713938035,B,127,46.645177468966914,B
719,53.30686013257236,C,746,90.50887504250097,A,683,99.44995606453018,C,972,11.40380794004174,B
48,96.18527844604999,B,87,59.91997433413755,A,1,62.25521743336717,C,235,9.367311851108868,A
409,32.76725850462769,D,779,61.838898573777385,C,995,42.04635114018382,C,922,46.544321981291155,C
932,48.47457138551661,C,716,72.47147784507604,B,552,95.43758938974965,C,225,56.025060513084306,B
136,81.35964617436257,A,318,68.44202687041704,C,749,63.1563117283016,D,736,32.55880490713458,A
201,76.13231263981594,C,333,87.11148882149722,C,7,35.514578887665145,D,331,7.096745267771965,C
250,27.314142770938584,A,360,77.24962237860993,B,163,3.0835211847138737,D,29,66.49542838800245,A
314,15.958013712933198,B,241,12.925403031402043,B,436,75.90731727396076,C,187,68.06100438251498,D
869,70.36975304254946,A,56,92.90750292933089,D,802,12.833092004885266,C,776,32.75133437675585,D
368,26.50796150391228,A,110,68.62682973981904,A,434,92.44326885145705,B,793,1.0802342616034553,C
429,92.34490702389988,A,49,13.587446656809021,B,325,96.17777567593643,B,724,63.946096733294546,C
830,13.795521704933382,A,755,77.42539983587733,D,157,24.405713500603355,B,149,7.981533015813409,B
807,32.51320481334288,D,16,36.48284044418125,D,114,12.16773224911595,C,4,23.119004423655817,A
480,6.423937445566463,A,73,80.7918132916138,C,112,59.93668308004039,D,292,25.537392296857895,B
314,70.62722537947444,C,884,95.58518835603148,D,987,22.159448032798284,C,683,27.089187101125482,B
500,89.23500224262443,D,202,26.26896157478404,A,455,54.64214924652371,C,733,62.050052058381596,D
721,63.95157820576969,A,93,85.88369356240602,C,769,42.00626084758332,A,83,8.838300501475503,B
355,93.83754853563687,A,649,77.58257564424991,B,73,79.41051217228419,C,154,64.88163001120549,C
485,13.721893871619756,A,33,67.44730511984625,C,954,99.98629208461557,B,804,48.9948793130521,B
211,9.685658799007191,D,600,39.10713391153045,C,193,46.22364193254466,A,985,35.527228165157894,D
704,84.0028603855697,A,419,11.87634744900153,A,475,68.81672781005395,A,919,60.814636875436456,B
44,85.69560636326426,A,203,48.90578596407277,A,273,34.83872495641494,C,998,87.47425988562016,A
541,83.27291318360568,A,551,11.460996347971562,C,958,86.3876466387742,C,476,54.85206315909125,B
571,80.09752535084081,B,626,50.51457546095419,B,736,4.658311899053702,B,681,16.455946700987504,A
583,36.86060802992736,C,845,82.20903380678139,A,873,49.858716106669306,B,331,56.21877762928636,B
92,22.528746275547388,A,759,99.76617530569536,C,94,18.500768306288123,C,349,45.912621070329585,C
265,92.95159797978121,C,855,20.602862437817787,A,719,18.50749209804285,B,940,94.11649153386038,C
895,31.393018101985064,B,921,21.57794619235522,A,682,53.76657611095689,B,306,59.74419466083269,A
220,40.44236053423919,B,882,81.27744985998784,D,668,31.472110287999087,C,468,4.48665607768241,A
902,70.25633698571168,A,720,47.43680459742378,B,756,46.44149621820971,B,777,12.951957844603138,D
925,30.042251919404773,C,312,91.66465500715631,C,515,31.26033365486516,A,728,53.708553382472644,B
442,82.09389193453912,D,944,77.13062752054023,C,220,46.05182589976428,A,687,79.72563426282949,D
401,7.933427739546344,A,469,73.90634870828903,D,5,29.306096662345865,B,113,10.465008951726757,D
400,79.32708407150452,D,394,11.093417156811023,C,194,80.55157792896405,A,169,56.97835626450033,C
727,60.58328093916261,B,809,4.551680952234918,C,54,56.224982111683055,D,269,45.809321633110734,D
991,57.7263707672457,B,872,32.35951914632628,D,934,16.981900117640734,B,698,36.925907120315074,C
899,46.379326874727404,C,211,22.512537724046407,D,976,1.837350963738519,A,962,9.12689731126033,D
789,28.427514032058816,D,867,71.51857970692281,C,812,2.7319492705498583,D,337,88.08487982384632,A
576,46.942958257692425,D,571,45.62263869243899,D,209,42.74732059043142,D,754,76.55852631770934,D
858,45.552822689850046,A,156,52.79149108826298,A,588,32.097746193091005,B,186,92.16810338414287,B
804,58.79166468952393,C,634,81.56040680431799,A,730,26.949006757752624,C,731,17.598243368889854,C
490,28.875854299697494,C,632,48.37196349480523,A,953,62.669645271079126,D,358,57.672908378505824,A
485,8.681962615638753,D,809,54.94770575973452,A,497,81.5066429003709,B,322,2.9083088287839245,B
757,15.363855217274686,B,322,84.38970637439418,D,630,7.274608603433218,C,254,18.591602959077242,A
470,70.21856571469571,C,435,43.70224512144377,B,455,11.88738647898992,D,161,79.11622703064532,B
574,3.2267406339185083,B,574,9.229544083446301,B,792,37.50585754362851,D,453,29.407761295448214,C
938,85.78786141989757,A,670,52.648815749705264,C,80,44.70716728570528,D,846,20.52755230714184,A
844,69.74533542051142,C,40,58.356806739051905,B,978,40.12778165534909,B,27,54.68264957656969,C
682,77.0405675894639,C,754,51.66788362698631,A,699,64.22502411326796,B,306,65.89140922625351,A
445,83.762460460254,A,40,26.546902204593625,D,8,9.634315119426166,C,571,61.42432485729581,A
269,13.148333949087935,C,453,23.14531675696067,A,91,49.978090432478595,D,356,10.816020569236127,C
267,82.42265800603657,D,870,37.60588082125231,A,346,81.36270769610168,A,987,93.1094566722747,A
54,50.95960132824658,D,190,17.4566451118643,D,351,92.91745846661394,C,590,18.542322322663196,D
528,88.6668600365665,A,746,66.93634424810965,A,210,56.47725214417744,A,463,92.6129640548498,B
520,88.772073504974,B,15,61.85281522668478,A,258,14.704003742165865,D,155,48.88900659720507,B
616,3.3936263316628508,B,124,63.60716595219958,D,41,73.01979853360594,B,699,11.192579452443557,D
59,38.903656332870355,C,740,23.25495182085418,D,727,79.83682563530435,A,696,15.713513557993904,B
825,53.11348079066207,B,899,25.406372406184524,C,696,20.432810119465376,B,891,43.65104276062623,A
40,68.1576488885073,B,280,78.95163565275627,C,304,68.0729917991501,D,502,99.80546655340932,A
237,29.33243842172926,A,937,69.32106548329301,A,241,93.12095859693089,C,328,88.69962339535847,A
955,25.962083805800575,B,959,87.64280506758658,C,618,72.16534657191451,A,469,98.04288656799395,C
386,38.74530618981568,B,48,40.94706605990274,B,534,42.1412324383562,B,674,46.02835371573993,A
606,50.592930483239556,B,189,55.18545537767752,B,865,44.8335361912538,A,305,68.29625879345359,A
734,95.16347690913592,D,304,74.13899288711093,A,245,8.876107380006621,D,732,52.40029085034756,C
716,76.4487382030463,D,559,97.44134193422309,C,786,53.08534733511208,C,728,3.927555258667463,A
650,43.50279552683282,A,696,98.97354947172387,A,591,80.46577607138171,D,657,15.042006019890518,C
300,6.382251665578193,C,105,99.91836583534976,C,937,97.8711631082018,B,378,29.25022638358564,C
395,17.683538622232177,A,369,89.16212182341583,D,835,40.53107366499132,D,249,31.99876485744369,C
207,46.136518007622286,C,501,64.32543109457072,D,304,44.101380647587,C,372,69.79061315331234,C
336,81.56876410977172,C,460,1.6901241281558228,D,890,6.42162547945096,D,768,72.35647042250554,C
593,38.68885803205705,B,247,70.25483256449786,D,535,77.73699940393628,B,326,45.60104629007688,B
730,54.31116842376091,B,264,24.62135209755718,A,111,71.94911718333822,D,934,38.52144173877713,B
514,89.2886837224251,A,206,6.659547583714131,A,130,40.88963881300798,A,467,18.531756888424795,A
178,91.46582968323627,A,507,70.02125846556848,A,362,71.21830500857038,A,1,5.053195391836492,D
396,22.36172464782625,A,530,75.84508179044315,B,260,62.679516896506875,A,678,58.94899493160067,A
371,5.315897257466844,D,364,66.2838788966072,D,666,77.13030465622495,A,538,35.453115952610034,D
858,31.23564256617998,D,763,37.15180859780938,D,531,32.10012685391647,C,197,48.196582350846455,D
791,69.88442916775223,D,750,51.58940828383321,D,561,65.43105294441507,B,708,90.18318017055518,D
658,95.16010789665039,D,340,93.559815072579,C,586,62.936511401138375,A,281,67.10096793350776,A
318,8.626167998427277,D,407,73.23148563171728,C,214,9.958540693832443,A,877,78.09803361227162,A
736,3.81989724437788,B,453,50.963739116434255,B,53,28.814324964707676,A,628,18.810479513955652,D
369,88.53057408558647,C,833,59.75146604315614,B,902,86.15987300765107,A,497,1.1546705330348814,A
384,75.06638164121098,D,877,92.84067623628928,C,190,16.45707875838339,B,58,14.396067690310858,C
62,99.23260933640195,A,814,39.98446970469807,C,641,38.57682064308577,D,429,77.04013437480002,B
806,40.28249526509966,C,578,11.082527833122938,A,491,23.29834165713988,A,22,44.939315997002524,B
505,42.18903960854016,D,848,33.256797928604065,A,144,14.878356466254804,D,432,22.17702923031903,B
239,18.05887189244751,D,965,42.10482125889236,C,760,14.504723118327425,B,269,96.2255366126574,D
195,12.468868107136508,B,150,28.023423116188336,D,180,35.447572060628346,D,983,49.184069958410454,C
678,58.29308304843356,B,193,53.36826811975498,C,519,80.54387440000863,D,609,37.525741097912594,B
963,37.06421512818842,B,908,31.180929639461656,A,856,96.66527315102896,C,409,97.73777671267818,C
222,8.951328346579261,D,147,11.214778952855877,B,803,57.611813239211834,D,522,14.22478463023656,B
61,88.81171988280866,B,406,19.618782846999018,C,718,63.887204648910256,D,274,60.35549475928317,C
129,20.637290356683973,D,183,91.89745225889078,C,68,78.09564082896898,D,55,75.15217972825897,A
990,75.10985035334976,C,106,63.32996728098517,D,873,66.5183140061692,A,923,94.13576522696712,A
685,28.940631015693,C,236,32.11656256354199,B,655,84.98384547966589,A,824,83.5660350515344,C
992,81.47757824452711,D,638,37.32487333754355,D,108,88.52109362153293,C,568,29.651567192473358,C
156,12.721287301337751,A,958,49.84493396949348,B,185,63.143095911522444,C,561,26.7795806812879,D
917,75.85108941195439,D,179,67.6398733227078,D,752,53.773209525810806,D,410,10.669494405576684,C
378,10.713768516150731,C,432,58.63580909453323,B,151,39.7140749175152,A,369,17.57457820248729,D
622,45.24466299783739,C,401,93.3371143317312,C,723,46.69648553040091,D,490,73.27844942600461,B
781,73.66643070936085,D,525,62.94913383065864,C,590,35.20033683333909,A,116,29.63553642331524,A
923,18.148619737503157,D,743,91.1684059808892,C,475,43.26966660333849,C,770,44.745918873870686,B
868,29.280833895825573,D,540,1.5375857572919698,A,740,90.07127580363175,B,330,69.34180327281662,D
